metraj,sakht,rooms,elevator,parking,anbari,price,address
۵۵,۱۴۰۰,۱,True,False,True,۷۴٬۵۴۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، زاهد گیلانی
۸۵,۱۴۰۲,۲,True,True,True,۲۱٬۲۳۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مبارک‌آباد بهشتی
۶۸۰,۱۴۰۲,+۴,True,True,True,۹۵٬۵۸۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، سرو آزاد
۵۸,۱۴۰۲,۱,True,True,True,۱۲۰٬۶۸۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، باغ فیض
۹۵,۱۳۸۷,۲,True,True,True,۸۶٬۳۱۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۹۶,۱۳۹۶,۲,True,True,True,۴۸٬۵۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، جوادیه
۱۷۵,۱۴۰۲,۳,True,True,True,۱۴۲٬۸۵۷٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک راه‌آهن
۹۱,۱۳۸۸,۲,True,True,True,۹۹٬۴۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، اباذر
۴۹,۱۳۹۶,۱,True,False,True,۵۶٬۱۲۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، سلسبیل
۱۰۰,۱۴۰۱,۲,True,True,True,۷۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دکتر هوشیار
۴۵,۱۳۹۴,۱,True,True,True,۵۳٬۳۳۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۵۲,۱۳۸۲,۱,False,False,True,۷۶٬۹۲۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۵۹,۱۳۹۲,۱,True,True,True,۸۹٬۸۳۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۳۴,۱۳۹۱,۱,False,False,True,۷۹٬۴۱۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، هفت حوض
۹۵,۱۴۰۱,۲,True,True,True,۱۰۵٬۲۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، نارمک
۱۵۰,قبل از ۱۳۷۰,۲,False,True,True,۹۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، هروی
۷۰,۱۳۸۸,۲,True,True,True,۸۴٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پونک
۱۴۰,۱۳۹۳,۳,True,True,True,۱۱۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوین
۵۵,۱۳۸۳,۲,False,False,False,۳۵٬۴۵۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۱۰۰,۱۳۹۶,۲,True,True,True,۱۳۱٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۱۶۰,۱۳۸۵,۳,True,True,True,۱۴۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۱۰۸,۱۳۷۲,۲,False,True,True,۴۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، جمهوری
۱۳۵,۱۳۸۹,۳,True,True,True,۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سوهانک
۱۴۹,۱۴۰۲,۳,True,True,True,۵۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دولت‌آباد
۱۶۵,۱۳۹۹,۳,True,True,True,۲۱۶٬۹۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، نیاوران
۱۸۵,۱۳۹۹,۳,True,True,True,۲۴۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سعادت‌آباد
۹۷,۱۳۸۲,۲,True,True,True,۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیرآباد
۷۰,۱۳۹۴,۲,False,True,True,۲۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۶۷,۱۳۸۰,۲,False,False,True,۶۷٬۱۶۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، دروازه شمیران
۱۸۳,۱۴۰۱,۳,True,True,True,۲۶۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، یوسف‌آباد
۱۰۵,۱۴۰۲,۲,True,True,True,۴۷٬۱۴۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، چیتگر
۸۵,۱۳۹۹,۲,True,True,True,۹۲٬۹۴۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۹۷,۱۳۹۰,۲,True,True,True,۸۴٬۵۳۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۳۶۷,۱۳۸۸,۴,True,True,True,۲۱۷٬۹۸۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، زعفرانیه
۴۶,۱۳۷۵,۱,False,False,False,۵۳٬۹۱۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، سلسبیل
۶۰,۱۳۹۴,۱,True,False,True,۴۸٬۱۶۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، زنجان
۱۵۰,قبل از ۱۳۷۰,۲,False,True,True,۹۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، هروی
۷۰,۱۳۸۸,۲,True,True,True,۸۴٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پونک
۱۴۰,۱۳۹۳,۳,True,True,True,۱۱۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوین
۵۵,۱۳۸۳,۲,False,False,False,۳۵٬۴۵۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۱۰۰,۱۳۹۶,۲,True,True,True,۱۳۱٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۱۰۸,۱۳۷۲,۲,False,True,True,۴۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، جمهوری
۱۳۵,۱۳۸۹,۳,True,True,True,۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سوهانک
۱۴۹,۱۴۰۲,۳,True,True,True,۵۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دولت‌آباد
۱۶۵,۱۳۹۹,۳,True,True,True,۲۱۶٬۹۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، نیاوران
۱۸۵,۱۳۹۹,۳,True,True,True,۲۴۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سعادت‌آباد
۹۷,۱۳۸۲,۲,True,True,True,۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیرآباد
۷۰,۱۳۹۴,۲,False,True,True,۲۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۶۷,۱۳۸۰,۲,False,False,True,۶۷٬۱۶۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، دروازه شمیران
۱۸۳,۱۴۰۱,۳,True,True,True,۲۶۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، یوسف‌آباد
۱۰۵,۱۴۰۲,۲,True,True,True,۴۷٬۱۴۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، چیتگر
۸۵,۱۳۹۹,۲,True,True,True,۹۲٬۹۴۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۹۷,۱۳۹۰,۲,True,True,True,۸۴٬۵۳۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۳۶۷,۱۳۸۸,۴,True,True,True,۲۱۷٬۹۸۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، زعفرانیه
۴۶,۱۳۷۵,۱,False,False,False,۵۳٬۹۱۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، سلسبیل
۱۵۵,۱۳۸۴,۳,True,True,True,۹۲٬۹۰۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، جلفا
۱۵۰,قبل از ۱۳۷۰,۲,False,True,True,۹۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، هروی
۷۰,۱۳۸۸,۲,True,True,True,۸۴٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پونک
۱۴۰,۱۳۹۳,۳,True,True,True,۱۱۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوین
۵۵,۱۳۸۳,۲,False,False,False,۳۵٬۴۵۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۱۰۰,۱۳۹۶,۲,True,True,True,۱۳۱٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۱۶۰,۱۳۸۵,۳,True,True,True,۱۴۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۶۵,۱۳۹۲,۱,True,True,True,۱۳۰٬۷۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، سعادت‌آباد
۱۳۵,۱۳۸۹,۳,True,True,True,۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سوهانک
۱۴۹,۱۴۰۲,۳,True,True,True,۵۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دولت‌آباد
۱۶۵,۱۳۹۹,۳,True,True,True,۲۱۶٬۹۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، نیاوران
۷۰,۱۳۹۴,۲,False,True,True,۲۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۱۸۳,۱۴۰۱,۳,True,True,True,۲۶۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، یوسف‌آباد
۱۰۵,۱۴۰۲,۲,True,True,True,۴۷٬۱۴۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، چیتگر
۸۵,۱۳۹۹,۲,True,True,True,۹۲٬۹۴۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۹۷,۱۳۹۰,۲,True,True,True,۸۴٬۵۳۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۶۰,۱۳۹۴,۱,True,False,True,۴۸٬۱۶۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، زنجان
۸۰,۱۳۹۵,۲,True,True,True,۸۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سازمان برنامه
۱۵۵,۱۳۸۴,۳,True,True,True,۹۲٬۹۰۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، جلفا
۱۵۰,قبل از ۱۳۷۰,۲,False,True,True,۹۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، هروی
۷۰,۱۳۸۸,۲,True,True,True,۸۴٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پونک
۱۴۰,۱۳۹۳,۳,True,True,True,۱۱۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوین
۵۵,۱۳۸۳,۲,False,False,False,۳۵٬۴۵۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۱۰۰,۱۳۹۶,۲,True,True,True,۱۳۱٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۶۵,۱۳۹۲,۱,True,True,True,۱۳۰٬۷۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، سعادت‌آباد
۱۴۹,۱۴۰۲,۳,True,True,True,۵۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دولت‌آباد
۱۶۵,۱۳۹۹,۳,True,True,True,۲۱۶٬۹۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، نیاوران
۱۸۵,۱۳۹۹,۳,True,True,True,۲۴۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سعادت‌آباد
۶۷,۱۳۸۰,۲,False,False,True,۶۷٬۱۶۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، دروازه شمیران
۱۸۳,۱۴۰۱,۳,True,True,True,۲۶۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، یوسف‌آباد
۱۰۵,۱۴۰۲,۲,True,True,True,۴۷٬۱۴۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، چیتگر
۴۶,۱۳۷۵,۱,False,False,False,۵۳٬۹۱۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، سلسبیل
۸۰,۱۳۹۵,۲,True,True,True,۸۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سازمان برنامه
۱۴۰,۱۳۹۳,۳,True,True,True,۱۱۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوین
۵۵,۱۳۸۳,۲,False,False,False,۳۵٬۴۵۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۱۰۰,۱۳۹۶,۲,True,True,True,۱۳۱٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۱۶۰,۱۳۸۵,۳,True,True,True,۱۴۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۶۵,۱۳۹۲,۱,True,True,True,۱۳۰٬۷۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، سعادت‌آباد
۱۰۸,۱۳۷۲,۲,False,True,True,۴۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، جمهوری
۱۴۹,۱۴۰۲,۳,True,True,True,۵۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دولت‌آباد
۷۰,۱۳۹۴,۲,False,True,True,۲۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۶۷,۱۳۸۰,۲,False,False,True,۶۷٬۱۶۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، دروازه شمیران
۱۸۳,۱۴۰۱,۳,True,True,True,۲۶۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، یوسف‌آباد
۴۶,۱۳۷۵,۱,False,False,False,۵۳٬۹۱۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، سلسبیل
۶۰,۱۳۹۴,۱,True,False,True,۴۸٬۱۶۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، زنجان
۸۰,۱۳۹۵,۲,True,True,True,۸۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سازمان برنامه
۱۵۵,۱۳۸۴,۳,True,True,True,۹۲٬۹۰۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، جلفا
۱۵۰,قبل از ۱۳۷۰,۲,False,True,True,۹۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، هروی
۷۰,۱۳۸۸,۲,True,True,True,۸۴٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پونک
۱۴۰,۱۳۹۳,۳,True,True,True,۱۱۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوین
۵۵,۱۳۸۳,۲,False,False,False,۳۵٬۴۵۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۱۶۰,۱۳۸۵,۳,True,True,True,۱۴۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۱۳۵,۱۳۸۹,۳,True,True,True,۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سوهانک
۱۴۹,۱۴۰۲,۳,True,True,True,۵۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دولت‌آباد
۱۸۵,۱۳۹۹,۳,True,True,True,۲۴۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سعادت‌آباد
۱۰۵,۱۴۰۲,۲,True,True,True,۴۷٬۱۴۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، چیتگر
۹۷,۱۳۹۰,۲,True,True,True,۸۴٬۵۳۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۶۰,۱۳۹۴,۱,True,False,True,۴۸٬۱۶۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، زنجان
۸۰,۱۳۹۵,۲,True,True,True,۸۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سازمان برنامه
۷۰,۱۳۸۸,۲,True,True,True,۸۴٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پونک
۱۴۰,۱۳۹۳,۳,True,True,True,۱۱۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوین
۵۵,۱۳۸۳,۲,False,False,False,۳۵٬۴۵۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۱۰۰,۱۳۹۶,۲,True,True,True,۱۳۱٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۱۶۰,۱۳۸۵,۳,True,True,True,۱۴۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۶۵,۱۳۹۲,۱,True,True,True,۱۳۰٬۷۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، سعادت‌آباد
۱۰۸,۱۳۷۲,۲,False,True,True,۴۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، جمهوری
۱۳۵,۱۳۸۹,۳,True,True,True,۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سوهانک
۱۴۹,۱۴۰۲,۳,True,True,True,۵۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دولت‌آباد
۱۶۵,۱۳۹۹,۳,True,True,True,۲۱۶٬۹۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، نیاوران
۱۸۵,۱۳۹۹,۳,True,True,True,۲۴۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سعادت‌آباد
۶۷,۱۳۸۰,۲,False,False,True,۶۷٬۱۶۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، دروازه شمیران
۳۶۷,۱۳۸۸,۴,True,True,True,۲۱۷٬۹۸۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، زعفرانیه
۴۶,۱۳۷۵,۱,False,False,False,۵۳٬۹۱۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، سلسبیل
۶۰,۱۳۹۴,۱,True,False,True,۴۸٬۱۶۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، زنجان
۸۰,۱۳۹۵,۲,True,True,True,۸۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سازمان برنامه
۱۵۵,۱۳۸۴,۳,True,True,True,۹۲٬۹۰۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، جلفا
۱۴۰,۱۳۹۳,۳,True,True,True,۱۱۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوین
۱۶۰,۱۳۸۵,۳,True,True,True,۱۴۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۱۴۹,۱۴۰۲,۳,True,True,True,۵۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دولت‌آباد
۷۰,۱۳۹۴,۲,False,True,True,۲۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۱۰۵,۱۴۰۲,۲,True,True,True,۴۷٬۱۴۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، چیتگر
۸۵,۱۳۹۹,۲,True,True,True,۹۲٬۹۴۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۳۶۷,۱۳۸۸,۴,True,True,True,۲۱۷٬۹۸۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، زعفرانیه
۱۵۵,۱۳۸۴,۳,True,True,True,۹۲٬۹۰۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، جلفا
۱۵۰,قبل از ۱۳۷۰,۲,False,True,True,۹۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، هروی
۷۰,۱۳۸۸,۲,True,True,True,۸۴٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پونک
۱۴۰,۱۳۹۳,۳,True,True,True,۱۱۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوین
۱۶۰,۱۳۸۵,۳,True,True,True,۱۴۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۱۰۸,۱۳۷۲,۲,False,True,True,۴۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، جمهوری
۱۳۵,۱۳۸۹,۳,True,True,True,۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سوهانک
۱۸۵,۱۳۹۹,۳,True,True,True,۲۴۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سعادت‌آباد
۹۷,۱۳۸۲,۲,True,True,True,۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیرآباد
۷۰,۱۳۹۴,۲,False,True,True,۲۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۱۰۵,۱۴۰۲,۲,True,True,True,۴۷٬۱۴۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، چیتگر
۸۵,۱۳۹۹,۲,True,True,True,۹۲٬۹۴۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۴۶,۱۳۷۵,۱,False,False,False,۵۳٬۹۱۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، سلسبیل
۶۰,۱۳۹۴,۱,True,False,True,۴۸٬۱۶۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، زنجان
۱۵۵,۱۳۸۴,۳,True,True,True,۹۲٬۹۰۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، جلفا
۱۵۰,قبل از ۱۳۷۰,۲,False,True,True,۹۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، هروی
۷۰,۱۳۸۸,۲,True,True,True,۸۴٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پونک
۱۴۰,۱۳۹۳,۳,True,True,True,۱۱۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوین
۵۵,۱۳۸۳,۲,False,False,False,۳۵٬۴۵۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۱۰۰,۱۳۹۶,۲,True,True,True,۱۳۱٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۱۶۰,۱۳۸۵,۳,True,True,True,۱۴۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۱۳۵,۱۳۸۹,۳,True,True,True,۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سوهانک
۱۴۹,۱۴۰۲,۳,True,True,True,۵۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دولت‌آباد
۱۸۵,۱۳۹۹,۳,True,True,True,۲۴۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سعادت‌آباد
۹۷,۱۳۸۲,۲,True,True,True,۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیرآباد
۷۰,۱۳۹۴,۲,False,True,True,۲۳٬۵۷۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۶۷,۱۳۸۰,۲,False,False,True,۶۷٬۱۶۴٬۰۰۰ تومان,۱ ساعت پیش در تهران، دروازه شمیران
۱۰۵,۱۴۰۲,۲,True,True,True,۴۷٬۱۴۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، چیتگر
۹۷,۱۳۹۰,۲,True,True,True,۸۴٬۵۳۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۴۶,۱۳۷۵,۱,False,False,False,۵۳٬۹۱۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، سلسبیل
۶۰,۱۳۹۴,۱,True,False,True,۴۸٬۱۶۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، زنجان
۸۰,۱۳۹۵,۲,True,True,True,۸۳٬۷۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سازمان برنامه
۱۵۵,۱۳۸۴,۳,True,True,True,۹۲٬۹۰۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، جلفا
۱۳۸,۱۳۸۵,۳,False,True,True,۱۰۸٬۶۹۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، یوسف‌آباد
۱۱۲,۱۴۰۲,۲,True,True,True,۱۵۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، یوسف‌آباد
۱۰۴,۱۳۹۰,۳,True,True,True,۸۵٬۵۷۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، پیروزی
۶۰,۱۳۹۵,۱,True,True,True,۱۱۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، هروی
۱۰۷,۱۴۰۲,۲,True,True,False,۴۳٬۴۵۷٬۰۰۰ تومان,۱ ساعت پیش در تهران، امام سجاد(ع)
۷۲,۱۳۸۶,۲,False,True,True,۵۴٬۱۶۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، هوانیروز
۱۰۰,۱۴۰۲,۲,True,True,True,۱۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، چیتگر
۱۵۲,۱۴۰۲,۳,True,True,True,۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، آهنگ
۷۲,۱۴۰۰,۲,True,True,False,۴۱٬۶۶۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، طیب
۴۱,۱۳۸۴,۱,False,False,True,۷۹٬۲۶۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، طرشت
۹۴,۱۳۹۴,۲,True,True,True,۸۸٬۲۹۷٬۰۰۰ تومان,۱ ساعت پیش در تهران، ستارخان
۵۰,۱۳۸۱,۱,False,False,True,۸۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک پرواز
۵۵,۱۳۸۷,۱,False,True,True,۴۶٬۳۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، آذربایجان
۵۵,۱۳۸۵,۱,False,False,True,۹۶٬۳۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهران‌ویلا
۸۰,۱۳۹۸,۲,True,True,True,۱۱٬۲۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، اندیشه (شهر زیبا)
۹۸,۱۳۸۸,۲,True,True,True,۵۹٬۱۸۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، نازی‌آباد
۱۳۸,۱۳۸۵,۳,False,True,True,۱۰۸٬۶۹۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، یوسف‌آباد
۱۱۲,۱۴۰۲,۲,True,True,True,۱۵۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، یوسف‌آباد
۱۲۰,۱۳۹۲,۳,True,True,True,۱۷۵٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، فرمانیه
۶۰,۱۳۹۵,۱,True,True,True,۱۱۰٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، هروی
۷۲,۱۳۸۶,۲,False,True,True,۵۴٬۱۶۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، هوانیروز
۱۰۵,۱۴۰۲,۲,True,True,True,۱۵٬۲۳۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، چیتگر
